source_system,shipment_id,booking_reference,external_identifiers,lifecycle,required_documents,cutoff_at,owner,source_updated_at,source_freshness
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-09134,PSGSE1586578,"{""order_number"":""5AAT-09134"",""bl_number"":""OOLU0262174596""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-64090,I136959440,"{""order_number"":""5SUS-64090"",""bl_number"":""YMJAI946474367""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIN513709859,SIN513709859,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-42284,MCLSINJEA2535290,"{""order_number"":""5SUS-42284"",""bl_number"":""MCLSIN9318393""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-65766,I961183673,"{""order_number"":""5RMY-65766"",""bl_number"":""YMJAI985698478""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-97643,SIJ9014767,"{""order_number"":""5RAE-97643"",""bl_number"":""SIJ5991022""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-26838,SIJ4510762,"{""order_number"":""5RMY-26838""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-79955,070500227799,"{""order_number"":""5ALT-79955"",""bl_number"":""EGLV552312432921""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-59782,SIN867980793,"{""order_number"":""5RMY-59782"",""bl_number"":""SIN700541199""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIN733221418,SIN733221418,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-23924,SIN597746886,"{""order_number"":""5RVN-23924"",""bl_number"":""SIN947383473""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-51522,85361530,"{""order_number"":""5RSG-51522"",""bl_number"":""HLCUSIN613750606""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-80893,36971179,"{""order_number"":""5RFR-80893""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-57059,SIN154479627,"{""order_number"":""5AKR-57059"",""bl_number"":""SIN616928451""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-56543,PSGSE5571928,"{""order_number"":""5RVN-56543"",""bl_number"":""OOLU1355690927""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-78528,I866912517,"{""order_number"":""5RVN-78528"",""bl_number"":""YMJAI782911467""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-92299,PSGSE4981829,"{""order_number"":""5ALT-92299""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-070500262636,070500262636,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-16571,SIJ3308330,"{""order_number"":""5RUS-16571"",""bl_number"":""SIJ4842199""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-04991,ONEYSINF67240,"{""order_number"":""5RAE-04991""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-27530,SIN966851612,"{""order_number"":""5RMY-27530"",""bl_number"":""SIN742054932""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-32727,MCLSINJEA2514593,"{""order_number"":""5APH-32727"",""bl_number"":""MCLSIN1742684""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-46226,MCLSINJEA2580170,"{""order_number"":""5ALT-46226"",""bl_number"":""MCLSIN3910651""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-88263,I334270866,"{""order_number"":""5RFR-88263""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-85621,MSDUL0942529396,"{""order_number"":""5AAT-85621"",""bl_number"":""MEDUUD392614""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-59657,070500212406,"{""order_number"":""5APH-59657"",""bl_number"":""EGLV647154379937""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-74167,I939828073,"{""order_number"":""5RCY-74167"",""bl_number"":""YMJAI793564651""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-10143,I352909656,"{""order_number"":""5APH-10143""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-I982544948,I982544948,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-15206,SIJ2424154,"{""order_number"":""5RFR-15206"",""bl_number"":""SIJ1277063""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-26221,36111554,"{""order_number"":""5RUS-26221"",""bl_number"":""HLCUSIN700516271""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-04389,I341389994,"{""order_number"":""5SUS-04389"",""bl_number"":""YMJAI121965652""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-85079,ONEYSINF49177,"{""order_number"":""5ALT-85079"",""bl_number"":""SINF41056481""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-54195,MCLSINJEA2563536,"{""order_number"":""5RSG-54195"",""bl_number"":""MCLSIN7562208""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-070500297383,070500297383,{},BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIJ0032365,SIJ0032365,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-95939,070500296902,"{""order_number"":""5RUS-95939"",""bl_number"":""EGLV895392644220""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-36884,PSGSE9620153,"{""order_number"":""5RFR-36884"",""bl_number"":""OOLU1815997062""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-87937,ONEYSINF80686,"{""order_number"":""5ALT-87937"",""bl_number"":""SINF21158693""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-79970,SIJ1485646,"{""order_number"":""5RSG-79970"",""bl_number"":""SIJ2999119""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-57972,45786103,"{""order_number"":""5RSG-57972""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MSDUL0942580072,MSDUL0942580072,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-35058,66676008,"{""order_number"":""5AAT-35058""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-57532,MSDUL0942598562,"{""order_number"":""5APH-57532"",""bl_number"":""MEDUUD104478""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-73753,MCLSINJEA2564208,"{""order_number"":""5RAE-73753"",""bl_number"":""MCLSIN3934835""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-72269,MCLSINJEA2534654,"{""order_number"":""5AKR-72269"",""bl_number"":""MCLSIN9958669""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-60810,MSDUL0942599684,"{""order_number"":""5APH-60810""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-18268,MSDUL0942558328,"{""order_number"":""5RMY-18268"",""bl_number"":""MEDUUD479851""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-08588,070500216484,"{""order_number"":""5APH-08588"",""bl_number"":""EGLV801573993056""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-22394,14353682,"{""order_number"":""5RAE-22394"",""bl_number"":""HLCUSIN210099688""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-77739,ONEYSINF13651,"{""order_number"":""5APH-77739"",""bl_number"":""SINF84322259""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-12799,ONEYSINF88629,"{""order_number"":""5ALT-12799"",""bl_number"":""SINF13662103""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-98643,16247314,"{""order_number"":""5RMY-98643"",""bl_number"":""HLCUSIN086376599""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-68872,MCLSINJEA2559463,"{""order_number"":""5RSG-68872"",""bl_number"":""MCLSIN6944869""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-14351,SIN260127961,"{""order_number"":""5RUS-14351""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-29293,63655647,"{""order_number"":""5RSG-29293"",""bl_number"":""HLCUSIN434795527""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-16389,MSDUL0942526634,"{""order_number"":""5SUS-16389"",""bl_number"":""MEDUUD368663""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-03718,SIJ6013673,"{""order_number"":""5RAE-03718"",""bl_number"":""SIJ6187234""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-58573,05281273,"{""order_number"":""5RCY-58573"",""bl_number"":""HLCUSIN513271950""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-10556,070500294096,"{""order_number"":""5RAE-10556"",""bl_number"":""EGLV196931572791""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-ONEYSINF40701,ONEYSINF40701,{},BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-99499,PSGSE4231220,"{""order_number"":""5RMY-99499"",""bl_number"":""OOLU1252056647""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-12797,070500246333,"{""order_number"":""5RFR-12797"",""bl_number"":""EGLV526772233060""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIN860868034,SIN860868034,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-40777,SIJ4212309,"{""order_number"":""5RMY-40777"",""bl_number"":""SIJ2206447""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-90235,MCLSINJEA2515569,"{""order_number"":""5RVN-90235""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-01601,I495870207,"{""order_number"":""5RUS-01601"",""bl_number"":""YMJAI854249321""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-55770,I733294562,"{""order_number"":""5AKR-55770"",""bl_number"":""YMJAI792171747""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MSDUL0942561919,MSDUL0942561919,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MSDUL0942551909,MSDUL0942551909,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-05129276,05129276,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-43009,MCLSINJEA2517534,"{""order_number"":""5RAE-43009""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-04427,PSGSE2140665,"{""order_number"":""5APH-04427"",""bl_number"":""OOLU2447174654""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-20064,MCLSINJEA2594707,"{""order_number"":""5ALT-20064"",""bl_number"":""MCLSIN1741011""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-16873,070500292983,"{""order_number"":""5ALT-16873"",""bl_number"":""EGLV421776253492""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-77318,ONEYSINF68671,"{""order_number"":""5RCY-77318""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-28410,MCLSINJEA2552578,"{""order_number"":""5APH-28410"",""bl_number"":""MCLSIN4523805""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-79473,MCLSINJEA2557164,"{""order_number"":""5RUS-79473"",""bl_number"":""MCLSIN2754801""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-67700,SIJ0061675,"{""order_number"":""5ALT-67700"",""bl_number"":""SIJ7848588""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-50769,SIN911415208,"{""order_number"":""5RMY-50769"",""bl_number"":""SIN556503334""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-49878,ONEYSINF85366,"{""order_number"":""5SUS-49878""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-00159416,00159416,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
